Mod:Item:MetaData, Localized Name
dmp:hanpa_dkoak, Dark Oak Panel Handrail
dmp:hanpi_dkoak, Dark Oak Pickets Handrail
dmp:hanpa_jungl, Jungle Panel Handrail
dmp:hanpi_jungl, Jungle Pickets Handrail
dmp:hanpa_oak, Oak Panel Handrail
dmp:hanpi_oak, Oak Pickets Handrail
dmp:hanpa_spruc, Spruce Panel Handrail
dmp:hanpi_spruc, Spruce Pickets Handrail
dmp:hanmg_gold, Gold Glass Handrail
dmp:hanmp_gold, Gold Pickets Handrail
dmp:hanmg_iron, Iron Glass Handrail
dmp:hanmp_iron, Iron Pickets Handrail
dmp:hanmg_blkir, Black Iron Glass Handrail
dmp:hanmp_blkir, Black Iron Pickets Handrail
dmp:ingsm_gold, Gold Ingot Stack
dmp:ingsm_iron, Iron Ingot Stack
dmp:ingsm_blkir, Black Iron Ingot Stack
dmp:ingss_brick, Brick Stack
dmp:ingss_netbr, Nether Brick Stack
dmp:kitke_blkir, Black Iron Kettle
dmp:kitps_blkir, Black Iron Small Pot
dmp:kitpm_blkir, Black Iron Medium Pot
dmp:kitpl_blkir, Black Iron Large Pot
dmp:kitsh_blkir, Black Iron Shakers
dmp:kitts_blkir, Black Iron Table Setting
dmp:kitwu_blkir, Black Iron Wall Utensils
dmp:lanov_gold, Gold Oval Lantern
dmp:lanpy_gold, Gold Pyramid Lantern
dmp:lanpg_gold, Gold Glass Pyramid Lantern
dmp:lanre_gold, Gold Rectangle Lantern
dmp:lanrg_gold, Gold Glass Rectangle Lantern
dmp:lanro_gold, Gold Round Lantern
dmp:lanov_iron, Iron Oval Lantern
dmp:lanpy_iron, Iron Pyramid Lantern
dmp:lanpg_iron, Iron Glass Pyramid Lantern
dmp:lanre_iron, Iron Rectangle Lantern
dmp:lanrg_iron, Iron Glass Rectangle Lantern
dmp:lanro_iron, Iron Round Lantern
dmp:lanov_blkir, Black Iron Oval Lantern
dmp:lanpy_blkir, Black Iron Pyramid Lantern
dmp:lanpg_blkir, Black Iron Glass Pyramid Lantern
dmp:lanre_blkir, Black Iron Rectangle Lantern
dmp:lanrg_blkir, Black Iron Glass Rectangle Lantern
dmp:lanro_blkir, Black Iron Round Lantern
dmp:looco_gold, Gold Coins
dmp:looba_gold, Gold Coin Bag
dmp:mantw_acaci, Acacia Mantle
dmp:mantw_birch, Birch Mantle
dmp:mantw_dkoak, Dark Oak Mantle
dmp:mantw_jungl, Jungle Mantle
dmp:mantw_oak, Oak Mantle
dmp:mantw_spruc, Spruce Mantle
dmp:mancw_acaci, Acacia Mantle Column
dmp:mancw_birch, Birch Mantle Column
dmp:mancw_dkoak, Dark Oak Mantle Column
dmp:mancw_jungl, Jungle Mantle Column
dmp:mancw_oak, Oak Mantle Column
dmp:mancw_spruc, Spruce Mantle Column
dmp:marcr_acaci, Acacia Market Crate
dmp:marcr_birch, Birch Market Crate
dmp:marcr_dkoak, Dark Oak Market Crate
dmp:marcr_jungl, Jungle Market Crate
dmp:marcr_oak, Oak Market Crate
dmp:marcr_spruc, Spruce Market Crate
dmp:marst_acaci, Acacia Market Stand
dmp:marst_birch, Birch Market Stand
dmp:marst_dkoak, Dark Oak Market Stand
dmp:marst_jungl, Jungle Market Stand
dmp:marst_oak, Oak Market Stand
dmp:marst_spruc, Spruce Market Stand
dmp:palst_acaci, Acacia Pallet Stack
dmp:palst_birch, Birch Pallet Stack
dmp:palst_dkoak, Dark Oak Pallet Stack
dmp:palst_jungl, Jungle Pallet Stack
dmp:palst_oak, Oak Pallet Stack
dmp:palst_spruc, Spruce Pallet Stack
dmp:panwr_acaci, Acacia Rough Panel
dmp:panws_acaci, Acacia Sanded Panel
dmp:panwr_birch, Birch Rough Panel
dmp:panws_birch, Birch Sanded Panel
dmp:panwr_dkoak, Dark Oak Rough Panel
dmp:panws_dkoak, Dark Oak Sanded Panel
dmp:panwr_jungl, Jungle Rough Panel
dmp:panws_jungl, Jungle Sanded Panel
dmp:panwr_oak, Oak Rough Panel
dmp:panws_oak, Oak Sanded Panel
dmp:panwr_spruc, Spruce Rough Panel
dmp:panws_spruc, Spruce Sanded Panel
dmp:polew_acaci, Acacia Pole
dmp:polcw_acaci, Acacia Pole Connector
dmp:polew_birch, Birch Pole
dmp:polcw_birch, Birch Pole Connector
dmp:polew_dkoak, Dark Oak Pole
dmp:polcw_dkoak, Dark Oak Pole Connector
dmp:polew_jungl, Jungle Pole
dmp:polcw_jungl, Jungle Pole Connector
dmp:polew_oak, Oak Pole
dmp:polcw_oak, Oak Pole Connector
dmp:polew_spruc, Spruce Pole
dmp:polcw_spruc, Spruce Pole Connector
dmp:polem_gold, Gold Pole
dmp:polcm_gold, Gold Pole Connector
dmp:polem_iron, Iron Pole
dmp:polcm_iron, Iron Pole Connector
dmp:polem_blkir, Black Iron Pole
dmp:polcm_blkir, Black Iron Pole Connector
dmp:polsw_acaci, Acacia Pole Sign
dmp:polsw_birch, Birch Pole Sign
dmp:polsw_dkoak, Dark Oak Pole Sign
dmp:polsw_jungl, Jungle Pole Sign
dmp:polsw_oak, Oak Pole Sign
dmp:polsw_spruc, Spruce Pole Sign
dmp:polsm_gold, Gold Pole Sign
dmp:polsm_iron, Iron Pole Sign
dmp:polsm_blkir, Black Iron Pole Sign
dmp:shelw_acaci, Acacia Shelf
dmp:shelw_birch, Birch Shelf
dmp:shelw_dkoak, Dark Oak Shelf
dmp:shelw_jungl, Jungle Shelf
dmp:shelw_oak, Oak Shelf
dmp:shelw_spruc, Spruce Shelf
dmp:sswcc_acaci, Acacia Corner Cut Shop Sign
dmp:sswdo_acaci, Acacia Dome Shop Sign
dmp:sswga_acaci, Acacia Gable Shop Sign
dmp:sswhe_acaci, Acacia Hexagon Shop Sign
dmp:sswoc_acaci, Acacia Octagon Shop Sign
dmp:sswro_acaci, Acacia Round Shop Sign
dmp:sswsq_acaci, Acacia Square Shop Sign
dmp:sswcc_birch, Birch Corner Cut Shop Sign
dmp:sswdo_birch, Birch Dome Shop Sign
dmp:sswga_birch, Birch Gable Shop Sign
dmp:sswhe_birch, Birch Hexagon Shop Sign
dmp:sswoc_birch, Birch Octagon Shop Sign
dmp:sswro_birch, Birch Round Shop Sign
dmp:sswsq_birch, Birch Square Shop Sign
dmp:sswcc_dkoak, Dark Oak Corner Cut Shop Sign
dmp:sswdo_dkoak, Dark Oak Dome Shop Sign
dmp:sswga_dkoak, Dark Oak Gable Shop Sign
dmp:sswhe_dkoak, Dark Oak Hexagon Shop Sign
dmp:sswoc_dkoak, Dark Oak Octagon Shop Sign
dmp:sswro_dkoak, Dark Oak Round Shop Sign
dmp:sswsq_dkoak, Dark Oak Square Shop Sign
dmp:sswcc_jungl, Jungle Corner Cut Shop Sign
dmp:sswdo_jungl, Jungle Dome Shop Sign
dmp:sswga_jungl, Jungle Gable Shop Sign
dmp:sswhe_jungl, Jungle Hexagon Shop Sign
dmp:sswoc_jungl, Jungle Octagon Shop Sign
dmp:sswro_jungl, Jungle Round Shop Sign
dmp:sswsq_jungl, Jungle Square Shop Sign
dmp:sswcc_oak, Oak Corner Cut Shop Sign
dmp:sswdo_oak, Oak Dome Shop Sign
dmp:sswga_oak, Oak Gable Shop Sign
dmp:sswhe_oak, Oak Hexagon Shop Sign
dmp:sswoc_oak, Oak Octagon Shop Sign
dmp:sswro_oak, Oak Round Shop Sign
dmp:sswsq_oak, Oak Square Shop Sign
dmp:sswcc_spruc, Spruce Corner Cut Shop Sign
dmp:sswdo_spruc, Spruce Dome Shop Sign
dmp:sswga_spruc, Spruce Gable Shop Sign
dmp:sswhe_spruc, Spruce Hexagon Shop Sign
dmp:sswoc_spruc, Spruce Octagon Shop Sign
dmp:sswro_spruc, Spruce Round Shop Sign
dmp:sswsq_spruc, Spruce Square Shop Sign
dmp:ssmcc_gold, Gold Corner Cut Shop Sign
dmp:ssmdo_gold, Gold Dome Shop Sign
dmp:ssmga_gold, Gold Gable Shop Sign
dmp:ssmhe_gold, Gold Hexagon Shop Sign
dmp:ssmoc_gold, Gold Octagon Shop Sign
dmp:ssmro_gold, Gold Round Shop Sign
dmp:ssmsq_gold, Gold Square Shop Sign
dmp:ssmcc_iron, Iron Corner Cut Shop Sign
dmp:ssmdo_iron, Iron Dome Shop Sign
dmp:ssmga_iron, Iron Gable Shop Sign
dmp:ssmhe_iron, Iron Hexagon Shop Sign
dmp:ssmoc_iron, Iron Octagon Shop Sign
dmp:ssmro_iron, Iron Round Shop Sign
dmp:ssmsq_iron, Iron Square Shop Sign
dmp:ssmcc_blkir, Black Iron Corner Cut Shop Sign
dmp:ssmdo_blkir, Black Iron Dome Shop Sign
dmp:ssmga_blkir, Black Iron Gable Shop Sign
dmp:ssmhe_blkir, Black Iron Hexagon Shop Sign
dmp:ssmoc_blkir, Black Iron Octagon Shop Sign
dmp:ssmro_blkir, Black Iron Round Shop Sign
dmp:ssmsq_blkir, Black Iron Square Shop Sign
dmp:sofaw_acaci, Acacia Sofa
dmp:sofaw_birch, Birch Sofa
dmp:sofaw_dkoak, Dark Oak Sofa
dmp:sofaw_jungl, Jungle Sofa
dmp:sofaw_oak, Oak Sofa
dmp:sofaw_spruc, Spruce Sofa
dmp:suppm_gold, Gold Support Pole
dmp:suppm_iron, Iron Support Pole
dmp:suppm_blkir, Black Iron Support Pole
dmp:tawsr_acaci, Acacia Small Round Table
dmp:tawsr_birch, Birch Small Round Table
dmp:tawsr_dkoak, Dark Oak Small Round Table
dmp:tawsr_jungl, Jungle Small Round Table
dmp:tawsr_oak, Oak Small Round Table
dmp:tawsr_spruc, Spruce Small Round Table
dmp:tgwsr_acaci, Acacia Small Round Glass Table
dmp:tgwsr_birch, Birch Small Round Glass Table
dmp:tgwsr_dkoak, Dark Oak Small Round Glass Table
dmp:tgwsr_jungl, Jungle Small Round Glass Table
dmp:tgwsr_oak, Oak Small Round Glass Table
dmp:tgwsr_spruc, Spruce Small Round Glass Table
dmp:tawss_acaci, Acacia Small Square Table
dmp:tawss_birch, Birch Small Square Table
dmp:tawss_dkoak, Dark Oak Small Square Table
dmp:tawss_jungl, Jungle Small Square Table
dmp:tawss_oak, Oak Small Square Table
dmp:tawss_spruc, Spruce Small Square Table
dmp:tgwss_acaci, Acacia Small Square Glass Table
dmp:tgwss_birch, Birch Small Square Glass Table
dmp:tgwss_dkoak, Dark Oak Small Square Glass Table
dmp:tgwss_jungl, Jungle Small Square Glass Table
dmp:tgwss_oak, Oak Small Square Glass Table
dmp:tgwss_spruc, Spruce Small Square Glass Table
dmp:tawls_acaci, Acacia Large Square Table
dmp:tawls_birch, Birch Large Square Table
dmp:tawls_dkoak, Dark Oak Large Square Table
dmp:tawls_jungl, Jungle Large Square Table
dmp:tawls_oak, Oak Large Square Table
dmp:tawls_spruc, Spruce Large Square Table
dmp:tgwls_acaci, Acacia Large Square Glass Table
dmp:tgwls_birch, Birch Large Square Glass Table
dmp:tgwls_dkoak, Dark Oak Large Square Glass Table
dmp:tgwls_jungl, Jungle Large Square Glass Table
dmp:tgwls_oak, Oak Large Square Glass Table
dmp:tgwls_spruc, Spruce Large Square Glass Table
dmp:tamsr_acaci, Metal/Acacia Small Round Table
dmp:tamsr_birch, Metal/Birch Small Round Table
dmp:tamsr_dkoak, Metal/Dark Oak Small Round Table
dmp:tamsr_jungl, Metal/Jungle Small Round Table
dmp:tamsr_oak, Metal/Oak Small Round Table
dmp:tamsr_spruc, Metal/Spruce Small Round Table
dmp:tamsr_glass, Metal/Glass Small Round Table
dmp:tamss_acaci, Metal/Acacia Small Square Table
dmp:tamss_birch, Metal/Birch Small Square Table
dmp:tamss_dkoak, Metal/Dark Oak Small Square Table
dmp:tamss_jungl, Metal/Jungle Small Square Table
dmp:tamss_oak, Metal/Oak Small Square Table
dmp:tamss_spruc, Metal/Spruce Small Square Table
dmp:tamss_glass, Metal/Glass Small Square Table
dmp:tamlr_acaci, Metal/Acacia Large Round Table
dmp:tamlr_birch, Metal/Birch Large Round Table
dmp:tamlr_dkoak, Metal/Dark Oak Large Round Table
dmp:tamlr_jungl, Metal/Jungle Large Round Table
dmp:tamlr_oak, Metal/Oak Large Round Table
dmp:tamlr_spruc, Metal/Spruce Large Round Table
dmp:tamlr_glass, Metal/Glass Large Round Table
dmp:tamls_acaci, Metal/Acacia Large Square Table
dmp:tamls_birch, Metal/Birch Large Square Table
dmp:tamls_dkoak, Metal/Dark Oak Large Square Table
dmp:tamls_jungl, Metal/Jungle Large Square Table
dmp:tamls_oak, Metal/Oak Large Square Table
dmp:tamls_spruc, Metal/Spruce Large Square Table
dmp:tamls_glass, Metal/Glass Large Square Table
dmp:tiles_andes, Andesite Tile
dmp:tiles_cobbl, Cobblestone Tile
dmp:tiles_diori, Diorite Tile
dmp:tiles_grani, Granite Tile
dmp:tiles_prism, Prismarine Tile
dmp:tiles_quart, Quartz Tile
dmp:tiles_redsa, Red Sandstone Tile
dmp:tiles_sands, Sandstone Tile
dmp:tiles_stone, Stone Tile
dmp:tilec_wht, White Terracotta Tile
dmp:tilec_ora, Orange Terracotta Tile
dmp:tilec_mag, Magenta Terracotta Tile
dmp:tilec_lbl, Light Blue Terracotta Tile
dmp:tilec_yel, Yellow Terracotta Tile
dmp:tilec_lim, Lime Terracotta Tile
dmp:tilec_pnk, Pink Terracotta Tile
dmp:tilec_gry, Gray Terracotta Tile
dmp:tilec_lgy, Light Gray Terracotta Tile
dmp:tilec_cya, Cyan Terracotta Tile
dmp:tilec_pur, Purple Terracotta Tile
dmp:tilec_blu, Blue Terracotta Tile
dmp:tilec_brn, Brown Terracotta Tile
dmp:tilec_grn, Green Terracotta Tile
dmp:tilec_red, Red Terracotta Tile
dmp:tilec_blk, Black Terracotta Tile
dmp:tilem_gold, Gold Tile
dmp:tilem_iron, Iron Tile
dmp:tilem_blkir, Black Iron Tile
dmp:trelw_acaci, Acacia Trellis
dmp:trelw_birch, Birch Trellis
dmp:trelw_dkoak, Dark Oak Trellis
dmp:trelw_jungl, Jungle Trellis
dmp:trelw_oak, Oak Trellis
dmp:trelw_spruc, Spruce Trellis
dmp:tretw_acaci, Acacia Trellis Tower
dmp:tretw_birch, Birch Trellis Tower
dmp:tretw_dkoak, Dark Oak Trellis Tower
dmp:tretw_jungl, Jungle Trellis Tower
dmp:tretw_oak, Oak Trellis Tower
dmp:tretw_spruc, Spruce Trellis Tower
dmp:trmwr_acaci, Acacia Rough Trim
dmp:trmws_acaci, Acacia Sanded Trim
dmp:trmwr_birch, Birch Rough Trim
dmp:trmws_birch, Birch Sanded Trim
dmp:trmwr_dkoak, Dark Oak Rough Trim
dmp:trmws_dkoak, Dark Oak Sanded Trim
dmp:trmwr_jungl, Jungle Rough Trim
dmp:trmws_jungl, Jungle Sanded Trim
dmp:trmwr_oak, Oak Rough Trim
dmp:trmws_oak, Oak Sanded Trim
dmp:trmwr_spruc, Spruce Rough Trim
dmp:trmws_spruc, Spruce Sanded Trim
dmp:wlanr_gold, Gold Rectangle Wall Lantern
dmp:wlanr_iron, Iron Rectangle Wall Lantern
dmp:wlanr_blkir, Black Iron Rectangle Wall Lantern
dmp:wvane_gold, Gold Weathervane
dmp:wvane_iron, Iron Weathervane
dmp:wvane_blkir, Black Iron Weathervane
dmp:whlba_acaci, Acacia Wheelbarrow
dmp:whlba_birch, Birch Wheelbarrow
dmp:whlba_dkoak, Dark Oak Wheelbarrow
dmp:whlba_jungl, Jungle Wheelbarrow
dmp:whlba_oak, Oak Wheelbarrow
dmp:whlba_spruc, Spruce Wheelbarrow
dmp:beamc_wht, White Concrete Beam
dmp:beacc_wht, White Concrete Beam Connector
dmp:beamc_ora, Orange Concrete Beam
dmp:beacc_ora, Orange Concrete Beam Connector
dmp:beamc_mag, Magenta Concrete Beam
dmp:beacc_mag, Magenta Concrete Beam Connector
dmp:beamc_lbl, Light Blue Concrete Beam
dmp:beacc_lbl, Light Blue Concrete Beam Connector
dmp:beamc_yel, Yellow Concrete Beam
dmp:beacc_yel, Yellow Concrete Beam Connector
dmp:beamc_lim, Lime Concrete Beam
dmp:beacc_lim, Lime Concrete Beam Connector
dmp:beamc_pnk, Pink Concrete Beam
dmp:beacc_pnk, Pink Concrete Beam Connector
dmp:beamc_gry, Gray Concrete Beam
dmp:beacc_gry, Gray Concrete Beam Connector
dmp:beamc_lgy, Light Gray Concrete Beam
dmp:beacc_lgy, Light Gray Concrete Beam Connector
dmp:beamc_cya, Cyan Concrete Beam
dmp:beacc_cya, Cyan Concrete Beam Connector
dmp:beamc_pur, Purple Concrete Beam
dmp:beacc_pur, Purple Concrete Beam Connector
dmp:beamc_blu, Blue Concrete Beam
dmp:beacc_blu, Blue Concrete Beam Connector
dmp:beamc_brn, Brown Concrete Beam
dmp:beacc_brn, Brown Concrete Beam Connector
dmp:beamc_grn, Green Concrete Beam
dmp:beacc_grn, Green Concrete Beam Connector
dmp:beamc_red, Red Concrete Beam
dmp:beacc_red, Red Concrete Beam Connector
dmp:beamc_blk, Black Concrete Beam
dmp:beacc_blk, Black Concrete Beam Connector
dmp:beams_andes, Andesite Beam
dmp:beacs_andes, Andesite Beam Connector
dmp:beams_cobbl, Cobblestone Beam
dmp:beacs_cobbl, Cobblestone Beam Connector
dmp:beams_diori, Diorite Beam
dmp:beacs_diori, Diorite Beam Connector
dmp:beams_grani, Granite Beam
dmp:beacs_grani, Granite Beam Connector
dmp:beams_prism, Prismarine Beam
dmp:beacs_prism, Prismarine Beam Connector
dmp:beams_quart, Quartz Beam
dmp:beacs_quart, Quartz Beam Connector
dmp:beams_redsa, Red Sandstone Beam
dmp:beacs_redsa, Red Sandstone Beam Connector
dmp:beams_sands, Sandstone Beam
dmp:beacs_sands, Sandstone Beam Connector
dmp:beams_stone, Stone Beam
dmp:beacs_stone, Stone Beam Connector
dmp:beamw_acaci, Acacia Beam
dmp:beacw_acaci, Acacia Beam Connector
dmp:beamw_birch, Birch Beam
dmp:beacw_birch, Birch Beam Connector
dmp:beamw_dkoak, Dark Oak Beam
dmp:beacw_dkoak, Dark Oak Beam Connector
dmp:beamw_jungl, Jungle Beam
dmp:beacw_jungl, Jungle Beam Connector
dmp:beamw_oak, Oak Beam
dmp:beacw_oak, Oak Beam Connector
dmp:beamw_spruc, Spruce Beam
dmp:beacw_spruc, Spruce Beam Connector
dmp:beamm_gold, Gold Beam
dmp:beacm_gold, Gold Beam Connector
dmp:beamm_iron, Iron Beam
dmp:beacm_iron, Iron Beam Connector
dmp:beamm_blkir, Black Iron Beam
dmp:beacm_blkir, Black Iron Beam Connector
dmp:colms_andes, Andesite Column
dmp:colms_cobbl, Cobblestone Column
dmp:colms_diori, Diorite Column
dmp:colms_grani, Granite Column
dmp:colms_prism, Prismarine Column
dmp:colms_quart, Quartz Column
dmp:colms_redsa, Red Sandstone Column
dmp:colms_sands, Sandstone Column
dmp:colms_stone, Stone Column
dmp:colmw_acaci, Acacia Column
dmp:colmw_birch, Birch Column
dmp:colmw_dkoak, Dark Oak Column
dmp:colmw_jungl, Jungle Column
dmp:colmw_oak, Oak Column
dmp:colmw_spruc, Spruce Column
dmp:plrsc_wht, White Concrete Small Pillar
dmp:plrlc_wht, White Concrete Large Pillar
dmp:plrsc_ora, Orange Concrete Small Pillar
dmp:plrlc_ora, Orange Concrete Large Pillar
dmp:plrsc_mag, Magenta Concrete Small Pillar
dmp:plrlc_mag, Magenta Concrete Large Pillar
dmp:plrsc_lbl, Light Blue Concrete Small Pillar
dmp:plrlc_lbl, Light Blue Concrete Large Pillar
dmp:plrsc_yel, Yellow Concrete Small Pillar
dmp:plrlc_yel, Yellow Concrete Large Pillar
dmp:plrsc_lim, Lime Concrete Small Pillar
dmp:plrlc_lim, Lime Concrete Large Pillar
dmp:plrsc_pnk, Pink Concrete Small Pillar
dmp:plrlc_pnk, Pink Concrete Large Pillar
dmp:plrsc_gry, Gray Concrete Small Pillar
dmp:plrlc_gry, Gray Concrete Large Pillar
dmp:plrsc_lgy, Light Gray Concrete Small Pillar
dmp:plrlc_lgy, Light Gray Concrete Large Pillar
dmp:plrsc_cya, Cyan Concrete Small Pillar
dmp:plrlc_cya, Cyan Concrete Large Pillar
dmp:plrsc_pur, Purple Concrete Small Pillar
dmp:plrlc_pur, Purple Concrete Large Pillar
dmp:plrsc_blu, Blue Concrete Small Pillar
dmp:plrlc_blu, Blue Concrete Large Pillar
dmp:plrsc_brn, Brown Concrete Small Pillar
dmp:plrlc_brn, Brown Concrete Large Pillar
dmp:plrsc_grn, Green Concrete Small Pillar
dmp:plrlc_grn, Green Concrete Large Pillar
dmp:plrsc_red, Red Concrete Small Pillar
dmp:plrlc_red, Red Concrete Large Pillar
dmp:plrsc_blk, Black Concrete Small Pillar
dmp:plrlc_blk, Black Concrete Large Pillar
dmp:plrlm_gold, Gold Large Pillar
dmp:plrsm_gold, Gold Small Pillar
dmp:plrlm_iron, Iron Large Pillar
dmp:plrsm_iron, Iron Small Pillar
dmp:plrlm_blkir, Black Iron Large Pillar
dmp:plrsm_blkir, Black Iron Small Pillar
dmp:plrss_andes, Andesite Small Pillar
dmp:plrls_andes, Andesite Large Pillar
dmp:plrss_cobbl, Cobblestone Small Pillar
dmp:plrls_cobbl, Cobblestone Large Pillar
dmp:plrss_diori, Diorite Small Pillar
dmp:plrls_diori, Diorite Large Pillar
dmp:plrss_grani, Granite Small Pillar
dmp:plrls_grani, Granite Large Pillar
dmp:plrss_prism, Prismarine Small Pillar
dmp:plrls_prism, Prismarine Large Pillar
dmp:plrss_quart, Quartz Small Pillar
dmp:plrls_quart, Quartz Large Pillar
dmp:plrss_redsa, Red Sandstone Small Pillar
dmp:plrls_redsa, Red Sandstone Large Pillar
dmp:plrss_sands, Sandstone Small Pillar
dmp:plrls_sands, Sandstone Large Pillar
dmp:plrss_stone, Stone Small Pillar
dmp:plrls_stone, Stone Large Pillar
dmp:plrsw_acaci, Acacia Small Pillar
dmp:plrlw_acaci, Acacia Large Pillar
dmp:plrsw_birch, Birch Small Pillar
dmp:plrlw_birch, Birch Large Pillar
dmp:plrsw_dkoak, Dark Oak Small Pillar
dmp:plrlw_dkoak, Dark Oak Large Pillar
dmp:plrsw_jungl, Jungle Small Pillar
dmp:plrlw_jungl, Jungle Large Pillar
dmp:plrsw_oak, Oak Small Pillar
dmp:plrlw_oak, Oak Large Pillar
dmp:plrsw_spruc, Spruce Small Pillar
dmp:plrlw_spruc, Spruce Large Pillar
dmp:retwa_andes, Andesite Retaining Wall
dmp:retwa_cobbl, Cobblestone Retaining Wall
dmp:retwa_diori, Diorite Retaining Wall
dmp:retwa_grani, Granite Retaining Wall
dmp:retwa_prism, Prismarine Retaining Wall
dmp:retwa_quart, Quartz Retaining Wall
dmp:retwa_redsa, Red Sandstone Retaining Wall
dmp:retwa_sands, Sandstone Retaining Wall
dmp:retwa_stone, Stone Retaining Wall
dmp:redsm, Redstone Motor
dmp:block_blkir, Block of Black Iron
dmp:ingot_blkir, Black Iron Ingot
dmp:nuggt_blkir, Black Iron Nugget
dmp:sandpaper, Sandpaper
dmp:plate_gold, Gold Plate
dmp:plate_iron, Iron Plate
dmp:plate_blkir, Black Iron Plate
sereneseasons:greenhouse_glass:0, Botanic Glass
sereneseasons:season_sensor_spring:0, Season Sensor
sereneseasons:season_sensor_summer:0, Season Sensor
sereneseasons:season_sensor_autumn:0, Season Sensor
sereneseasons:season_sensor_winter:0, Season Sensor
sereneseasons:ss_icon, SS Icon
